date,weekday,schedule_items,category_code,category,live_entries_before,disposition,action,live_entries_after
2016-08-08,一,DOTA2,0,已有条目·内容一致,2016-08-08-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-08-08-live-01
2016-08-09,二,无人深空 No Man's Sky,0,已有条目·内容一致,2016-08-09-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-08-09-live-02
2016-08-10,三,逆转裁判6,0,已有条目·内容一致,2016-08-10-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-08-10-live-01
2016-08-12,五,逆转裁判6,0,已有条目·内容一致,2016-08-12-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-08-12-live-01
2016-08-16,二,逆转裁判6 | JOJO20,0,已有条目·内容一致,2016-08-16-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-08-16-live-01
2016-08-17,三,星界边境Starbound | 死难塔Tricky Towers | 守望先锋OW,0,已有条目·内容一致,2016-08-17-live-03,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-08-17-live-03
2016-08-19,五,挖石油Turmoil,0,已有条目·内容一致,2016-08-19-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-08-19-live-01
2016-08-22,一,心灵砒霜 | JOJO21 | 魂斗罗,0,已有条目·内容一致,2016-08-22-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-08-22-live-01
2016-08-23,二,魂斗罗 | 雪人兄弟,0,已有条目·内容一致,2016-08-23-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-08-23-live-01
2016-08-24,三,百战天虫,0,已有条目·内容一致,2016-08-24-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-08-24-live-01
2016-08-25,四,百战天虫,0,已有条目·内容一致,2016-08-25-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-08-25-live-01
2016-08-26,五,逆转裁判6,0,已有条目·内容一致,2016-08-26-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-08-26-live-01
2016-08-28,日,心灵砒霜 | JOJO22,0,已有条目·内容一致,2016-08-28-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-08-28-live-01
2016-08-29,一,逆转裁判6,0,已有条目·内容一致,2016-08-29-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-08-29-live-01
2016-08-30,二,沙罗曼蛇 | 逆转裁判6,2,已有条目·缺内容,2016-08-30-live-01,节目单另记「沙罗曼蛇」，条目未收；只有节目单一处，未改条目,,2016-08-30-live-01
2016-09-07,三,聊天,0,已有条目·内容一致,2016-09-07-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-09-07-live-01
2016-09-11,日,心灵砒霜 | JOJO23,0,已有条目·内容一致,2016-09-11-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-09-11-live-01
2016-09-12,一,逆袭之星光闪耀 | 逆转裁判6 | JOJO24,0,已有条目·内容一致,2016-09-12-live-01 | 2016-09-12-live-02,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-09-12-live-01 | 2016-09-12-live-02
2016-09-13,二,逆转裁判6,0,已有条目·内容一致,2016-09-13-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-09-13-live-01
2016-09-14,三,逆转裁判6 | 飞翔的魔女01,2,已有条目·缺内容,2016-09-14-live-01,节目单另记「飞翔的魔女01」，条目未收；只有节目单一处，未改条目,,2016-09-14-live-01
2016-09-15,四,MC建筑大赛 | 境界之轮回01,2,已有条目·缺内容,2016-09-15-live-01,节目单另记「境界之轮回01」，条目未收；只有节目单一处，未改条目,,2016-09-15-live-01
2016-09-16,五,逆转裁判6 | 我的英雄学院01 | 加油向未来,2,已有条目·缺内容,2016-09-16-live-01 | 2016-09-16-live-02,节目单另记「我的英雄学院01」，条目未收；只有节目单一处，未改条目,,2016-09-16-live-01 | 2016-09-16-live-02
2016-09-18,日,心灵砒霜,0,已有条目·内容一致,2016-09-18-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-09-18-live-01
2016-09-19,一,百战天虫 | JOJO25,0,已有条目·内容一致,2016-09-19-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-09-19-live-01
2016-09-21,三,逆转裁判6,0,已有条目·内容一致,2016-09-21-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-09-21-live-01
2016-09-22,四,联通户外 | 逆转裁判6大结局,0,已有条目·内容一致,2016-09-22-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-09-22-live-01
2016-09-23,五,地平线草原行,2,已有条目·缺内容,2016-09-23-live-01,节目单另记「地平线草原行」，条目未收；只有节目单一处，未改条目,,2016-09-23-live-01
2016-09-24,六,影之刃2宣传照,2,已有条目·缺内容,2016-09-24-live-01,节目单另记「影之刃2宣传照」，条目未收；只有节目单一处，未改条目,,2016-09-24-live-01
2016-09-25,日,对或错 | 心灵砒霜 | JOJO26,2,已有条目·缺内容,2016-09-25-live-01,节目单另记「对或错」，条目未收；只有节目单一处，未改条目,,2016-09-25-live-01
2016-09-26,一,对或错 | 潮与虎01,0,已有条目·内容一致,2016-09-26-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-09-26-live-01
2016-09-27,二,急事下播,2,已有条目·缺内容,2016-09-27-live-01,节目单另记「急事下播」，条目未收；只有节目单一处，未改条目,,2016-09-27-live-01
2016-09-28,三,广州行,2,已有条目·缺内容,2016-09-28-live-01,节目单另记「广州行」，条目未收；只有节目单一处，未改条目,,2016-09-28-live-01
2016-10-03,一,生日聊天看视频 | 对或错 | JOJO27 | 东北玩泥巴,2,已有条目·缺内容,2016-10-03-live-01,节目单与葵kiss 同期贴吧记录都记这款游戏，条目原先没登记,补登 true-or-false-game,2016-10-03-live-01
2016-10-04,二,壮壮代播klocki | 姐弟玩overcooked煮糊了 | 潮与虎02,2,已有条目·缺内容,2016-10-04-live-01,节目单另记「壮壮代播klocki」，条目未收；只有节目单一处，未改条目,,2016-10-04-live-01
2016-10-05,三,猫狗大战 | 姐弟玩overcooked煮糊了 | 境界之轮回02,2,已有条目·缺内容,2016-10-05-live-01,节目单另记「猫狗大战、境界之轮回02」，条目未收；只有节目单一处，未改条目,,2016-10-05-live-01
2016-10-06,四,给弟弟化妆 | 姐弟overcooked煮糊了大结局 | 我的英雄学院02,2,已有条目·缺内容,2016-10-06-live-01,节目单另记「给弟弟化妆、我的英雄学院02」，条目未收；只有节目单一处，未改条目,,2016-10-06-live-01
2016-10-07,五,维尼噗01 | 姐弟战斗方块剧场 | 我的英雄学院03,2,已有条目·缺内容,2016-10-07-live-01,节目单另记「维尼噗01、我的英雄学院03」，条目未收；只有节目单一处，未改条目,,2016-10-07-live-01
2016-10-09,日,心灵砒霜 | 新家 | JOJO28,2,已有条目·缺内容,2016-10-09-live-01,节目单另记「新家」，条目未收；只有节目单一处，未改条目,,2016-10-09-live-01
2016-10-10,一,吐槽联通 | Lisa:The painful | 潮与虎03,2,已有条目·缺内容,2016-10-10-live-01,节目单另记「吐槽联通」，条目未收；只有节目单一处，未改条目,,2016-10-10-live-01
2016-10-11,二,聊搬家 | Lisa:The painful,2,已有条目·缺内容,2016-10-11-live-01,节目单另记「聊搬家」，条目未收；只有节目单一处，未改条目,,2016-10-11-live-01
2016-10-12,三,Lisa:The painful,4,仅节目单（候选）,,节目单：Lisa:The painful。无快照、无同期帖、无录像，不建条目（Lisa（10-10、10-11 一手在玩））,,
2016-10-13,四,索尼VR发布会,0,已有条目·内容一致,2016-10-13-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-10-13-live-01
2016-10-14,五,仙剑奇侠传3D回合 | Lisa:The painful,2,已有条目·缺内容,2016-10-14-live-01,节目单另记「Lisa:The painful」，条目未收；只有节目单一处，未改条目,,2016-10-14-live-01
2016-10-16,日,姐弟心灵砒霜 | JOJO29,0,已有条目·内容一致,2016-10-16-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-10-16-live-01
2016-10-17,一,Lisa:The painful,4,仅节目单（候选）,,节目单：Lisa:The painful。无快照、无同期帖、无录像，不建条目（Lisa）,,
2016-10-20,四,划水半小时 | 直播染头发,2,已有条目·缺内容,2016-10-20-live-01 | 2016-10-20-video-01,节目单另记「划水半小时」，条目未收；只有节目单一处，未改条目,,2016-10-20-live-01 | 2016-10-20-video-01
2016-10-21,五,生锈小湖Rusty Lake新章roots,0,已有条目·内容一致,2016-10-21-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-10-21-live-01
2016-10-23,日,心灵砒霜 | JOJO30,0,已有条目·内容一致,2016-10-23-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-10-23-live-01
2016-10-24,一,橙光游戏-后宫三千人,0,已有条目·内容一致,2016-10-24-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-10-24-live-01
2016-10-25,二,微博V影响力峰会,0,已有条目·内容一致,2016-10-25-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-10-25-live-01
2016-10-26,三,VR体验,0,已有条目·内容一致,2016-10-26-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-10-26-live-01
2016-10-27,四,橙光游戏-后宫三千人,0,已有条目·内容一致,2016-10-27-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-10-27-live-01
2016-10-28,五,百战天虫配音 | 橙光游戏-后宫三千人,2,已有条目·缺内容,2016-10-28-live-01,节目单另记「百战天虫配音」，条目未收；只有节目单一处，未改条目,,2016-10-28-live-01
2016-10-30,日,姐弟心灵砒霜 | JOJO31,0,已有条目·内容一致,2016-10-30-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-10-30-live-01
2016-11-06,日,心灵砒霜 | JOJO32,0,已有条目·内容一致,2016-11-06-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-11-06-live-01
2016-11-07,一,手动的塞缪尔Manual Samuel | 几何冲刺11关 | 潮与虎04,2,已有条目·缺内容,2016-11-07-live-01,节目单另记「手动的塞缪尔Manual Samuel」，条目未收；只有节目单一处，未改条目,,2016-11-07-live-01
2016-11-08,二,我的电台Inside my radio | 姐弟连线雪人兄弟,2,已有条目·缺内容,2016-11-08-live-01,节目单另记「姐弟连线雪人兄弟」，条目未收；只有节目单一处，未改条目,,2016-11-08-live-01
2016-11-09,三,姐弟松鼠大战1/2,0,已有条目·内容一致,2016-11-09-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-11-09-live-01
2016-11-11,五,姐弟战斗方块剧场,0,已有条目·内容一致,2016-11-11-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-11-11-live-01
2016-11-12,六,第二届贴吧歌会,2,已有条目·缺内容,2016-11-12-live-01,节目单另记「第二届贴吧歌会」，条目未收；只有节目单一处，未改条目,,2016-11-12-live-01
2016-11-13,日,心灵砒霜,0,已有条目·内容一致,2016-11-13-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-11-13-live-01
2016-11-14,一,英语教学 | JOJO33,2,已有条目·缺内容,2016-11-14-live-01,节目单另记「英语教学」，条目未收；只有节目单一处，未改条目,,2016-11-14-live-01
2016-11-15,二,看视频，聊天 | 姐弟连线百战天虫,0,已有条目·内容一致,2016-11-15-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-11-15-live-01
2016-11-16,三,聊天 | 大厦管理者Project Highrise | 潮与虎05,0,已有条目·内容一致,2016-11-16-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-11-16-live-01
2016-11-17,四,婚姻讨论 | 节奏天国,2,已有条目·缺内容,2016-11-17-live-01,节目单另记「婚姻讨论」，条目未收；只有节目单一处，未改条目,,2016-11-17-live-01
2016-11-18,五,看视频，咱爸被封 | 这是警察This Is the Police,0,已有条目·内容一致,2016-11-18-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-11-18-live-01
2016-11-19,六,修电脑 | forza地平线3,2,已有条目·缺内容,2016-11-19-live-01,节目单另记「修电脑」，条目未收；只有节目单一处，未改条目,,2016-11-19-live-01
2016-11-20,日,心灵砒霜 | JOJO34,0,已有条目·内容一致,2016-11-20-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-11-20-live-01
2016-11-21,一,黑魂3DLC,0,已有条目·内容一致,2016-11-21-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-11-21-live-01
2016-11-22,二,黑魂3DLC | 影之刃2音乐会,2,已有条目·缺内容,2016-11-22-live-01,节目单另记「影之刃2音乐会」，条目未收；只有节目单一处，未改条目,,2016-11-22-live-01
2016-11-23,三,黑魂3DLC | 集换英雄HEX,2,已有条目·缺内容,2016-11-23-live-01,节目单另记「集换英雄HEX」，条目未收；只有节目单一处，未改条目,,2016-11-23-live-01
2016-11-24,四,黑魂3DLC决战小姐姐,0,已有条目·内容一致,2016-11-24-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-11-24-live-01
2016-11-25,五,黑魂3DLC,0,已有条目·内容一致,2016-11-25-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-11-25-live-01
2016-11-26,六,姐弟战斗方块剧场 | 小姐姐降临,2,已有条目·缺内容,2016-11-26-live-01 | 2016-11-26-live-02,节目单另记「小姐姐降临」，条目未收；只有节目单一处，未改条目,,2016-11-26-live-01 | 2016-11-26-live-02
2016-11-27,日,姐弟心灵砒霜 | JOJO35,0,已有条目·内容一致,2016-11-27-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-11-27-live-01
2016-11-29,二,京都游,0,已有条目·内容一致,2016-11-29-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-11-29-live-01
2016-11-30,三,京都游,6,非直播／活动／休息,,节目单：京都游,,
2016-12-03,六,王府井活动,0,已有条目·内容一致,2016-12-03-live-01,节目单内容与条目一致（或只多聊天、砒霜、邮件等非游戏段落）,,2016-12-03-live-01
